First Name,Last Name,Action,Flight ID,Origin Airport,Destination Airport,Ticket Type,Ticket Quantity
Kenneth,Davis,Buy,1641,BOS,LAX,Business Class,7
Alexander,Cameron,Buy,2095,LAS,ELP,Business Class,8
Sandra,Rogers,Buy,546,CJS,MEX,First Class,6
Wendy,Stanton,Buy,1140,ELP,LHR,Business Class,8
Nicholas,Copeland,Buy,96,CUN,ELP,First Class,5
Cynthia,Giles,Buy,2067,ELP,ATL,First Class,3
Roger,Casey,Buy,2614,CUN,ELP,First Class,7
Michael,Martinez,Buy,1356,ELP,JFK,First Class,4
Terrence,Dixon,Buy,2206,BOS,ELP,First Class,5
Vanessa,Carson,Buy,1128,BOS,ELP,First Class,5
Linda,Rodriguez,Buy,3320,LAX,ORL,Main Cabin,3
Sandra,Newton,Buy,3008,DFW,ELP,Business Class,8
John,Davis,Buy,3309,MEX,CJS,Main Cabin,1
Brittany,Andrews,Buy,122,ELP,DFW,First Class,5
Wesley,Lambert,Buy,317,LAX,ORL,First Class,5
Mickey,Mouse,Buy,223,YYZ,ELP,Business Class,7
Carrie,Bennett,Buy,2320,JFK,ELP,First Class,6
Robin,Watson,Buy,2235,ORL,LAX,First Class,1
Douglas,Hernandez,Buy,3252,ELP,LAX,Main Cabin,2
Darin,Baker,Buy,562,BOS,LAX,First Class,7
Susan,Alvarez,Buy,1026,CJS,MEX,Business Class,6
Teresa,Jacobs,Buy,2457,ELP,LHR,Business Class,8
Sandy,Blackwell,Buy,3598,HND,ELP,First Class,2
Timothy,Romero,Buy,1436,ELP,HND,Main Cabin,8
Henry,Salazar,Buy,2489,ELP,CUN,Main Cabin,1
Hannah,Maldonado,Buy,1788,ELP,CDG,First Class,6
Kristy,Hoover,Buy,2088,BOS,ELP,Main Cabin,1
Phillip,Meyer,Buy,2979,ELP,YYZ,First Class,6
Howard,Davenport,Buy,3173,LAS,ELP,Business Class,3
Susan,Humphrey,Buy,1223,ORD,ELP,First Class,4
Christopher,Johnson,Buy,1969,ELP,LAS,First Class,6
Sharon,Gillespie,Buy,1582,ORD,ELP,Main Cabin,4
Keith,Christensen,Buy,2172,ELP,LAX,Main Cabin,3
Timothy,Johnson,Buy,2496,CUN,ELP,Business Class,3
Nicole,Hart,Buy,2266,ELP,CDG,First Class,6
Jasmine,Ramirez,Buy,1897,ELP,YYZ,Main Cabin,2
Danielle,Conrad,Buy,562,BOS,LAX,Main Cabin,7
Jody,Sanchez,Buy,2992,CDG,ELP,Main Cabin,6
Chris,Jones,Buy,72,MEX,CJS,Main Cabin,1
Crystal,Rice,Buy,2302,ORD,ELP,Main Cabin,1
Joseph,Lewis,Buy,3465,ELP,CDG,Main Cabin,5
Molly,Cohen,Buy,1014,LAS,ELP,Business Class,8
Haley,Moss,Buy,28,ELP,ATL,First Class,5
Kimberly,Kline,Buy,2432,ATL,ELP,Main Cabin,4
Goofy,Disney,Buy,1427,ELP,CDG,Business Class,4
Gerald,Beltran,Buy,2419,ELP,ORD,Main Cabin,5
Steven,Miller,Buy,448,LAX,BOS,Business Class,4
Scott,Rose,Buy,2171,ELP,LAX,First Class,5
Mark,Lozano,Buy,1300,ELP,YYZ,Business Class,4
Sandra,Newton,Buy,1630,MEX,CJS,Business Class,6
Bruce,Clark,Buy,1030,MEX,CJS,First Class,7
Lee,Burke,Buy,1109,ATL,ELP,First Class,8
Chad,Green,Buy,461,YYZ,ELP,Main Cabin,4
Lindsay,Webster,Buy,3585,ELP,CDG,Main Cabin,5
Joseph,Lewis,Buy,1599,JFK,ELP,First Class,6
Jeremy,Alvarez,Buy,266,ELP,ATL,First Class,1
Scott,Bailey,Buy,3318,LAX,ORL,Business Class,8
Brittany,Andrews,Buy,2079,JFK,ELP,Business Class,5
Brandi,Gordon,Buy,858,ELP,ORD,Business Class,4
Rodney,Mcneil,Buy,680,LAX,ORL,Main Cabin,6
Elizabeth,Dominguez,Buy,2756,ELP,HND,Business Class,8
David,Brown,Buy,2648,DFW,ELP,First Class,5
Stitch,Disney,Buy,551,MEX,CJS,Main Cabin,2
Dustin,Oliver,Buy,650,ELP,LAS,First Class,1
Beverly,Johnson,Buy,271,ATL,ELP,First Class,5
Joanna,Knight,Buy,1834,ELP,JFK,Business Class,8
Hannah,Arias,Buy,2442,ELP,BOS,Main Cabin,8
Michael,Smith,Buy,658,ELP,LHR,Business Class,1
Brandy,Wilkerson,Buy,1841,ELP,BOS,First Class,6
Heather,Little,Buy,199,LAX,ORL,Business Class,1
Luis,Del Campo,Buy,3513,ELP,JFK,Main Cabin,4
Elizabeth,Alvarez,Buy,3341,YYZ,ELP,First Class,5
Crystal,Walker,Buy,2098,ELP,LHR,First Class,7
Brett,Mathis,Buy,513,ELP,JFK,Business Class,3
Elizabeth,Alvarez,Buy,1967,BOS,ELP,Main Cabin,1
Sandra,Sutton,Buy,3138,ELP,ORD,Main Cabin,8
Maria,Mitchell,Buy,1818,ELP,ORD,Business Class,7
Ian,Rybak,Buy,104,YYZ,ELP,First Class,5
Diana,Valles,Buy,1448,DFW,ELP,First Class,5
Terrence,Dixon,Buy,3391,ATL,ELP,First Class,4
Andres,Soto,Buy,2923,ELP,BOS,First Class,3
Amber,Sellers,Buy,772,ELP,LAS,First Class,4
Bryan,Wise,Buy,883,ELP,BOS,First Class,3
Christopher,Dominguez,Buy,1522,BOS,LAX,Business Class,5
David,Johnson,Buy,801,BOS,LAX,First Class,6
David,Hayes,Buy,2062,ORD,ELP,Business Class,7
Jacob,Norton,Buy,526,BOS,ELP,Business Class,7
Shere,Khan,Buy,1660,ELP,YYZ,Main Cabin,8
Megan,Noble,Buy,936,CUN,ELP,First Class,2
Sharon,Miller,Buy,1311,CDG,ELP,First Class,7
Bella,Quintero,Buy,824,YYZ,ELP,Business Class,1
Andrew,Atkins,Buy,2545,ELP,ATL,Main Cabin,1
Brian,Andrews,Buy,453,CUN,ELP,First Class,6
Anthony,Adams,Buy,2251,ELP,CUN,First Class,7
Kevin,Gould,Buy,3093,CUN,ELP,Main Cabin,5
Mary,Cruz,Buy,2089,ELP,LAS,Main Cabin,1
Michael,Williamson,Buy,1182,YYZ,ELP,Main Cabin,1
Miranda,Walker,Buy,1576,LAX,ELP,Main Cabin,1
Laurie,Johnson,Buy,3015,LAX,ELP,First Class,7
Lee,Burke,Buy,2402,ELP,DFW,First Class,2
James,Simpson,Buy,2025,ELP,CDG,Main Cabin,8
Jerry,Lee,Buy,2080,JFK,ELP,Main Cabin,2
Deanna,Cummings,Buy,337,ELP,YYZ,Business Class,1
Ashley,Jones,Buy,2681,ELP,BOS,Business Class,8
Andrew,Parks,Buy,1252,ELP,LAS,First Class,8
Cheryl,Wilson,Buy,152,ATL,ELP,Main Cabin,3
Brandi,Daniel,Buy,1391,MEX,CJS,First Class,3
Erik,Case,Buy,3370,ELP,LAX,First Class,3
Darrell,Jones,Buy,3294,LAS,ELP,Business Class,1
Jeffrey,Marquez,Buy,3438,LAX,ORL,Business Class,7
Amy,Rodriguez,Buy,1838,JFK,ELP,Business Class,6
George,Gilbert,Buy,1772,ELP,CUN,Main Cabin,7
Molly,Cohen,Buy,3069,MEX,CJS,Business Class,7
Amber,Conley,Buy,1269,MEX,CJS,First Class,3
Jeremiah,Williamson,Buy,1804,ELP,DFW,Business Class,4
Dana,Jones,Buy,2537,ELP,ORD,First Class,2
Sabrina,Nguyen,Buy,2,ELP,DFW,First Class,4
Krista,Beck,Buy,1248,BOS,ELP,Business Class,2
Karla,Johnson,Buy,1248,BOS,ELP,Business Class,3
Nicole,Rowland,Buy,1607,BOS,ELP,Business Class,2
Katherine,Evans,Buy,375,LAX,ELP,Main Cabin,5
Tiffany,Davis,Buy,604,ELP,DFW,Main Cabin,1
Lauren,Coleman,Buy,2538,ELP,ORD,Main Cabin,6
Emma,Padilla,Buy,3025,ELP,ATL,Main Cabin,3
Sheri,Adams,Buy,2586,CJS,MEX,First Class,7
Richard,Blackwell,Buy,2111,MEX,CJS,First Class,6
Richard,Sullivan,Buy,441,BOS,LAX,Main Cabin,8
Nathan,Thompson,Buy,2016,CUN,ELP,Business Class,5
Kayla,Mahoney,Buy,3119,HND,ELP,First Class,5
David,Summers,Buy,773,LAS,ELP,Business Class,3
Christopher,Lucero,Buy,925,LAX,BOS,First Class,2
Nicholas,Copeland,Buy,918,LAX,ORL,Business Class,2
Linda,Robles,Buy,3429,MEX,CJS,Main Cabin,7
Christopher,Wright,Buy,664,LHR,ELP,Business Class,6
Timothy,Romero,Buy,2180,ELP,ORD,Main Cabin,6
Anna,Gutierrez,Buy,2190,ATL,ELP,Main Cabin,4
Joseph,Robinson,Buy,1547,ELP,CDG,Business Class,7
Jennifer,Schneider,Buy,2541,ORD,ELP,First Class,3
Anita,Fletcher,Buy,852,ELP,LAX,Business Class,6
Jessica,Smith,Buy,1882,BOS,LAX,Main Cabin,4
Jeremy,Morris,Buy,2589,MEX,CJS,Main Cabin,1
Kendra,Sawyer,Buy,23,ORD,ELP,First Class,3
Jason,Lee,Buy,83,BOS,LAX,First Class,2
Holly,Cruz,Buy,3357,HND,ELP,First Class,5
Michelle,Griffin,Buy,3188,CJS,MEX,Business Class,6
Christopher,Contreras,Buy,518,JFK,ELP,Main Cabin,1
Michelle,Ray,Buy,3179,ELP,LHR,Main Cabin,1
Amanda,Baker,Buy,2697,ELP,LHR,Business Class,7
Cheryl,Wilson,Buy,2037,HND,ELP,Main Cabin,4
Sharon,Gillespie,Buy,739,ELP,ORD,Business Class,4
Mark,Ramos,Buy,1880,LAX,ORL,Main Cabin,6
Justin,Hawkins,Buy,1554,ELP,HND,Business Class,8
Thomas,Sanders,Buy,2343,LHR,ELP,First Class,2
Joel,Welch,Buy,1358,JFK,ELP,Main Cabin,5
Beth,Moss,Buy,651,ELP,LAS,First Class,2
Julia,Young,Buy,2479,LAX,ORL,Business Class,8
Olivia,Romero,Buy,799,LAX,ORL,Main Cabin,1
Misty,Jimenez,Buy,1446,DFW,ELP,Business Class,7
Lee,Burke,Buy,3180,ELP,LHR,First Class,8
Lindsay,Webster,Buy,2905,ELP,ATL,Business Class,4
Mickey,Mouse,Buy,870,ATL,ELP,Business Class,1
Thomas,King,Buy,3261,ORD,ELP,Main Cabin,7
Erin,Jones,Buy,2506,ELP,CDG,Business Class,6
Colleen,Hall,Buy,405,BOS,ELP,First Class,4
Erik,Case,Buy,1790,CDG,ELP,Business Class,4
Elizabeth,Cruz,Buy,412,ELP,LAS,Business Class,3
Alexandra,Cook,Buy,1735,LAS,ELP,First Class,1
James,Simpson,Buy,198,LAX,ORL,Business Class,2
Sharon,Miller,Buy,1077,HND,ELP,First Class,2
Barbara,Jones,Buy,1576,LAX,ELP,Main Cabin,4
Jeffrey,Gonzalez,Buy,2396,ELP,HND,Business Class,6
Edward,Hernandez,Buy,1538,ELP,YYZ,Main Cabin,4
Dustin,Oliver,Buy,1556,ELP,HND,Main Cabin,6
Stephanie,Obrien,Buy,1589,ATL,ELP,First Class,7
Andrea,Villagomez,Buy,1796,ELP,HND,Business Class,7
Anita,Fletcher,Buy,754,ELP,JFK,First Class,6
Ian,Islas,Buy,3104,YYZ,ELP,Business Class,5
David,Costa,Buy,2496,CUN,ELP,Main Cabin,2
Timothy,Johnson,Buy,1194,ELP,HND,Main Cabin,1
Wendy,Stanton,Buy,1956,ELP,JFK,Business Class,4
Mikayla,Dennis,Buy,2506,ELP,CDG,Business Class,1
Charles,Chambers,Buy,3563,BOS,LAX,Main Cabin,8
Carlos,Lynch,Buy,1385,CJS,MEX,Business Class,5
Courtney,Olsen,Buy,1211,ELP,LAX,Business Class,5
Dawn,King,Buy,3218,ELP,YYZ,Business Class,2
Melissa,Mcdonald,Buy,1662,YYZ,ELP,First Class,3
Amy,Morse,Buy,1907,ELP,CDG,Main Cabin,1
Jessica,Barragan,Buy,3574,CUN,ELP,Business Class,8
Kim,Contreras,Buy,858,ELP,ORD,Business Class,5
Christopher,Ortega,Buy,207,LAX,BOS,Main Cabin,3
Joshua,Banks,Buy,2051,ELP,LAX,Main Cabin,1
Matthew,Khan,Buy,2793,ELP,JFK,Main Cabin,3
James,Romero,Buy,195,ORL,LAX,Business Class,1
Randy,Keller,Buy,3263,ORD,ELP,First Class,6
Michael,Clarke,Buy,1893,CUN,ELP,First Class,4
Crystal,Hudson,Buy,1070,CDG,ELP,Business Class,3
Kaylee,Hale,Buy,667,CJS,MEX,Main Cabin,3
Shannon,White,Buy,224,YYZ,ELP,First Class,7
Beth,Sharp,Buy,1537,ELP,YYZ,First Class,2
Heather,Cunningham,Buy,2289,ELP,LAX,First Class,5
Emily,Richardson,Buy,2606,LAX,BOS,Business Class,2
Geoff,Waller,Buy,437,LAX,ORL,Main Cabin,3
Daniel,Smith,Buy,370,ELP,LAX,First Class,8
Gabriel,Terrazas,Buy,2111,MEX,CJS,Business Class,5
Mary,Cruz,Buy,3572,ELP,CUN,Main Cabin,5
Norman,Freeman,Buy,809,ELP,CUN,Business Class,5
Nathan,Coleman,Buy,1739,ELP,LHR,First Class,6
Martha,Perry,Buy,1926,DFW,ELP,First Class,7
Brenda,Douglas,Buy,1014,LAS,ELP,Main Cabin,2
Tanya,Kent,Buy,3367,DFW,ELP,Business Class,8
Maria,Mitchell,Buy,3229,CDG,ELP,First Class,7
Bryan,Hardy,Buy,1677,HND,ELP,Business Class,1
Amanda,Miller,Buy,3029,ATL,ELP,First Class,5
Shelly,Jones,Buy,1789,CDG,ELP,Main Cabin,3
Emily,Chang,Buy,3173,LAS,ELP,Business Class,7
James,Nolan,Buy,2144,YYZ,ELP,Main Cabin,3
Jamie,Hernandez,Buy,2254,CUN,ELP,Main Cabin,4
Ruth,Ponce,Buy,3488,DFW,ELP,Main Cabin,8
Chelsea,Porter,Buy,3552,MEX,CJS,Main Cabin,6
Lisa,Yu,Buy,490,ELP,LAX,First Class,1
Steven,Cabrera,Buy,1051,ELP,CUN,Business Class,8
Enrique,Rico,Buy,2678,JFK,ELP,Business Class,1
Jose,Evans,Buy,337,ELP,YYZ,Business Class,4
Amanda,Miller,Buy,2475,ORL,LAX,Business Class,4
Cheryl,Wilson,Buy,3423,LHR,ELP,Business Class,7
William,Adkins,Buy,3384,ORD,ELP,Main Cabin,7
Andrew,Norris,Buy,2617,ELP,YYZ,Main Cabin,3
Kaylee,Patterson,Buy,2734,CUN,ELP,First Class,2
Karl,Davis,Buy,641,ELP,BOS,First Class,7
Nicole,Lloyd,Buy,631,ATL,ELP,First Class,4
Darin,Baker,Buy,3168,BOS,ELP,Business Class,4
Sarah,Anderson,Buy,3315,ORL,LAX,Main Cabin,7
Amy,Mcpherson,Buy,2771,ELP,LAX,Main Cabin,2
Amanda,Miller,Buy,788,CJS,MEX,First Class,8
Chad,Clark,Buy,3016,LAX,ELP,Business Class,7
Amber,Nguyen,Buy,286,BOS,ELP,Main Cabin,1
Mark,Ramos,Buy,2738,ELP,YYZ,Main Cabin,5
Brad,Patel,Buy,84,BOS,LAX,First Class,7
Amanda,Shepherd,Buy,1818,ELP,ORD,First Class,8
Mary,Church,Buy,1400,LAX,ORL,Business Class,4
George,Gilbert,Buy,684,BOS,LAX,Main Cabin,3
Amanda,Miller,Buy,2280,HND,ELP,First Class,6
Gregory,Sullivan,Buy,2667,ELP,ATL,Main Cabin,3
Crystal,Young,Buy,1035,ORL,LAX,Main Cabin,5
Mercedes,Nichols,Buy,449,ELP,CUN,Business Class,6
Christopher,Sanford,Buy,1713,ELP,JFK,First Class,8
Kayla,Mahoney,Buy,701,YYZ,ELP,Business Class,2
Marissa,Henry,Buy,583,YYZ,ELP,Main Cabin,7
Michaela,Miranda,Buy,1571,ELP,LAX,Main Cabin,7
Mary,Church,Buy,1895,CUN,ELP,First Class,2
Tami,Weaver,Buy,528,BOS,ELP,First Class,4
Karl,Davis,Buy,515,ELP,JFK,Main Cabin,4
Tanya,Davis,Buy,2988,ELP,CDG,First Class,2
Elizabeth,Medina,Buy,3084,BOS,LAX,Business Class,6
Denise,Morales,Buy,3067,CJS,MEX,First Class,7
Donald,Duck,Buy,1906,ELP,CDG,Main Cabin,2
Jorge,Huerta,Buy,2262,YYZ,ELP,Main Cabin,8
Patricia,Glenn,Buy,217,ELP,YYZ,First Class,2
Lilo,Disney,Buy,3205,LAX,BOS,Business Class,5
Jennifer,Davidson,Buy,1224,ORD,ELP,Main Cabin,1
Karen,Zhang,Buy,2915,ELP,JFK,Business Class,1
Michele,Cummings,Buy,200,LAX,ORL,Main Cabin,3
Sandra,Sutton,Buy,63,LHR,ELP,First Class,5
Deanna,Cummings,Buy,1781,YYZ,ELP,Main Cabin,1
Sarah,Cline,Buy,2883,ELP,DFW,Business Class,2
Kaylee,Hale,Buy,2778,ELP,ORD,Business Class,3
Rose,Burgess,Buy,74,ORL,LAX,First Class,8
Mark,Thompson,Buy,454,CUN,ELP,Main Cabin,5
Andre,Ramos,Buy,1875,ORL,LAX,Main Cabin,1
Erika,Lopez,Buy,752,ATL,ELP,Main Cabin,5
David,Clark,Buy,290,ELP,LAS,First Class,5
Phillip,Brown,Buy,1860,ELP,LHR,Main Cabin,6
Roger,Casey,Buy,654,LAS,ELP,Main Cabin,7
Mark,Lee,Buy,1368,BOS,ELP,Business Class,5
Keith,Christensen,Buy,483,ELP,DFW,Main Cabin,1
Mark,Butler,Buy,611,ELP,LAX,Business Class,4
Laura,Williams,Buy,1230,ATL,ELP,Main Cabin,1
Phillip,Meyer,Buy,2271,CDG,ELP,First Class,3
Matthew,Campbell,Buy,2673,ELP,JFK,First Class,4
Benjamin,Ramirez,Buy,1813,LAX,ELP,Business Class,3
Jenny,Henry,Buy,2567,BOS,ELP,Main Cabin,6
Christopher,Sanford,Buy,3022,ORD,ELP,First Class,2
Lisa,Peters,Buy,3471,CDG,ELP,Business Class,4
Holly,Davidson,Buy,2446,BOS,ELP,First Class,4
Anita,Fletcher,Buy,804,BOS,LAX,First Class,7
Christopher,Foster,Buy,3578,ELP,YYZ,First Class,6
Joseph,Brooks,Buy,2623,YYZ,ELP,Business Class,4
Garab,Dorji,Buy,201,BOS,LAX,First Class,4
Dana,Williams,Buy,2985,ELP,CDG,Main Cabin,7
William,Ortiz,Buy,2333,LAS,ELP,Main Cabin,2
Richard,Edwards,Buy,785,CJS,MEX,Main Cabin,5
Stephanie,Obrien,Buy,2778,ELP,ORD,First Class,1
Ryan,Brown,Buy,2117,LAX,ORL,First Class,6
Ann,Miller,Buy,2733,CUN,ELP,First Class,5
Beverly,Johnson,Buy,2695,LAS,ELP,First Class,2
Katherine,Mcdonald,Buy,3455,CUN,ELP,First Class,7
Sandy,Blackwell,Buy,1724,ELP,BOS,First Class,8
Prince,Eric,Buy,1443,ELP,DFW,Business Class,5
Jill,Solis,Buy,2381,YYZ,ELP,Business Class,3
Paul,Fisher,Buy,319,LAX,ORL,Business Class,8
Pamela,Carter,Buy,1726,BOS,ELP,Business Class,8
Diana,Valles,Buy,3087,LAX,BOS,Main Cabin,2
Monica,Davenport,Buy,2556,ELP,JFK,Main Cabin,5
Dakota,Harper,Buy,3351,CDG,ELP,Business Class,5
Elizabeth,Medina,Buy,1437,HND,ELP,Business Class,7
Shannon,Holden,Buy,2148,ELP,CDG,First Class,4
Andre,Ramos,Buy,1649,ELP,CUN,First Class,4
Leonard,King,Buy,2398,HND,ELP,First Class,6
Mark,Lozano,Buy,3458,ELP,YYZ,First Class,7
Derek,Irwin,Buy,2232,MEX,CJS,Main Cabin,8
Chris,Jones,Buy,643,ELP,BOS,First Class,7
Becky,Gray,Buy,2182,ORD,ELP,Business Class,4
Jamie,Conner,Buy,2309,ATL,ELP,Main Cabin,6
Shane,Miller,Buy,2498,ELP,YYZ,First Class,8
Nancy,Morgan,Buy,2719,LAX,ORL,First Class,6
April,Lopez,Buy,192,MEX,CJS,Business Class,4
Alexandra,Cook,Buy,2752,CDG,ELP,Main Cabin,6
Jamie,Brown,Buy,3451,ELP,CUN,Main Cabin,8
Joshua,Meadows,Buy,331,ELP,CUN,Main Cabin,6
Alberto,Villegas,Buy,2834,ORL,LAX,Main Cabin,1
Bryan,Fields,Buy,1244,ELP,BOS,First Class,2
Leila,Martinez,Buy,1497,ELP,LHR,First Class,4
Ernest,Bentley,Buy,1876,ORL,LAX,First Class,5
Samuel,Burton,Buy,2444,ELP,BOS,Main Cabin,3
Diana,Rivera,Buy,695,CUN,ELP,Main Cabin,3
Jasmine,Ramirez,Buy,2867,ELP,CDG,First Class,8
Jack,Morgan,Buy,2594,ORL,LAX,Main Cabin,4
Donald,Haynes,Buy,3365,DFW,ELP,Main Cabin,3
Amber,Conley,Buy,2746,ELP,CDG,Business Class,2
Jeffrey,Walls,Buy,1102,ORD,ELP,First Class,8
Daniel,Romero,Buy,2272,CDG,ELP,Business Class,3
Rachel,Hart,Buy,1693,LAX,ELP,Main Cabin,7
David,Cox,Buy,960,HND,ELP,Main Cabin,3
Diana,Rivera,Buy,2698,ELP,LHR,Main Cabin,1
Joshua,Meadows,Buy,3166,BOS,ELP,First Class,2
Michael,Williamson,Buy,3278,JFK,ELP,Main Cabin,7
Stephen,Villegas,Buy,1918,HND,ELP,Business Class,2
Donna,Travis,Buy,1925,DFW,ELP,Business Class,2
Alexander,Wilson,Buy,740,ELP,ORD,First Class,2
Sarah,Anderson,Buy,2600,LAX,ORL,First Class,6
Carrie,Bennett,Buy,445,LAX,BOS,Main Cabin,8
Ruben,Edwards,Buy,202,BOS,LAX,Business Class,2
Francisco,Moore,Buy,1407,LAX,BOS,Business Class,3
Jermaine,Dean,Buy,3497,ELP,ORD,Main Cabin,5
Olivia,Richardson,Buy,738,ELP,ORD,Business Class,5
Kim,Contreras,Buy,3434,ORL,LAX,Business Class,5
Shannon,White,Buy,705,ELP,CDG,Business Class,2
Stephanie,Mcdonald,Buy,770,ELP,LAS,First Class,8
Joshua,Meadows,Buy,2410,ELP,LAX,First Class,2
Gregory,Carr,Buy,2728,LAX,BOS,Business Class,4
Brandon,Neal,Buy,2862,YYZ,ELP,Main Cabin,1
Brett,Wallace,Buy,41,ELP,BOS,First Class,4
Gabriel,Terrazas,Buy,56,LAS,ELP,Business Class,6
Woody,Disney,Buy,1452,ELP,LAX,First Class,2
Erin,Barton,Buy,801,BOS,LAX,Business Class,3
Samantha,Thomas,Buy,2079,JFK,ELP,First Class,5
Donald,Tran,Buy,1717,JFK,ELP,First Class,8
Victor,Lopez,Buy,474,ELP,HND,Business Class,7
Mark,Lee,Buy,1130,ELP,LAS,First Class,5
Akinyemi,Akinjayeju,Buy,198,LAX,ORL,Business Class,8
Samuel,Burton,Buy,3277,JFK,ELP,Business Class,3
Rachel,Phillips,Buy,958,HND,ELP,Main Cabin,7
Anita,Stein,Buy,2378,ELP,YYZ,Main Cabin,6
Lawrence,Price,Buy,3300,ELP,LHR,Main Cabin,4
Melissa,Holt,Buy,3362,ELP,DFW,First Class,1
Kevin,Swanson,Buy,1326,DFW,ELP,Business Class,3
Wendy,Montoya,Buy,219,ELP,YYZ,Main Cabin,1
Darlene,Shaw,Buy,7,DFW,ELP,Main Cabin,1
Lisa,Gaines,Buy,2953,ORL,LAX,Main Cabin,8
Joshua,Hickman,Buy,985,ELP,ATL,First Class,2
Darrell,Jones,Buy,3520,JFK,ELP,First Class,8
Karla,Johnson,Buy,2429,ATL,ELP,First Class,8
Cynthia,Giles,Buy,2320,JFK,ELP,Main Cabin,7
Jennifer,Bailey,Buy,1815,LAX,ELP,First Class,2
Kimberly,Mejia,Buy,1813,LAX,ELP,Business Class,8
Darren,Gibbs,Buy,2226,CJS,MEX,Main Cabin,3
Linda,Alexander,Buy,666,CJS,MEX,Business Class,7
Alicia,Moran,Buy,2026,ELP,CDG,Business Class,3
Christopher,Fields,Buy,1158,LAX,ORL,First Class,7
Cesar,Jones,Buy,2707,CJS,MEX,Main Cabin,6
David,Johnson,Buy,280,JFK,ELP,Business Class,2
Brian,Hayes,Buy,2169,ELP,LAX,Main Cabin,3
Robert,Lyons,Buy,640,JFK,ELP,Business Class,1
Eduardo,Romero,Buy,2813,LAS,ELP,Main Cabin,1
Andre,Ramos,Buy,2616,CUN,ELP,First Class,8
Daniel,Mejia,Buy,3528,BOS,ELP,Main Cabin,7
Michael,Clarke,Buy,1274,ORL,LAX,First Class,4
Benjamin,Ramirez,Buy,3150,ATL,ELP,First Class,5
Richard,Vargas,Buy,1678,HND,ELP,Main Cabin,3
Brett,Mathis,Buy,659,ELP,LHR,Main Cabin,7
Jasmin,Cuevas,Buy,2323,ELP,BOS,Business Class,3
Craig,Espinoza,Buy,3497,ELP,ORD,Business Class,2
Michael,Castillo,Buy,1717,JFK,ELP,First Class,6
David,Cox,Buy,2299,ELP,ORD,First Class,4
Brandi,Daniel,Buy,1228,ELP,ATL,Business Class,5
Joseph,Brooks,Buy,772,ELP,LAS,First Class,7
Teresa,Gardner,Buy,3446,LAX,BOS,Business Class,2
Loretta,Phillips,Buy,3247,DFW,ELP,First Class,5
Megan,Smith,Buy,2555,ELP,JFK,Main Cabin,7
Linda,Bennett,Buy,58,ELP,LHR,First Class,5
Emily,Brady,Buy,174,LAS,ELP,Business Class,3
Barbara,Lane,Buy,2600,LAX,ORL,First Class,2
Dylan,Lopez,Buy,1760,LAX,ORL,First Class,6
Cassandra,Cook,Buy,907,CJS,MEX,Main Cabin,7
Gabriel,Hansen,Buy,40,JFK,ELP,Business Class,7
Alicia,Jenkins,Buy,1749,MEX,CJS,Business Class,5
Austin,Griffin,Buy,3154,ELP,JFK,Business Class,2
Leroy,Walters,Buy,294,LAS,ELP,First Class,1
Christina,Jones,Buy,577,ELP,YYZ,First Class,7
John,Hansen,Buy,1954,ELP,JFK,Business Class,5
Brian,RodilesDelgado,Buy,1905,ELP,CDG,Business Class,1
Carol,Elliott,Buy,3241,ELP,DFW,Main Cabin,6
Captaiin,Hook,Buy,180,ELP,LHR,Business Class,7
Eric,Vazquez,Buy,3269,ATL,ELP,Business Class,3
Derek,Irwin,Buy,230,CDG,ELP,First Class,1
Brittany,Nielsen,Buy,3307,CJS,MEX,First Class,7
Tiffany,May,Buy,1490,ELP,LAS,First Class,7
Joshua,Banks,Buy,3040,JFK,ELP,Main Cabin,1
Michelle,Walsh,Buy,2012,ELP,CUN,First Class,6
Kyle,Hodges,Buy,3135,LAX,ELP,Business Class,2
Amy,Morse,Buy,1293,CUN,ELP,Business Class,8
Jasmine,Disney,Buy,2962,BOS,LAX,Business Class,2
Andrea,Riley,Buy,2042,ELP,DFW,Business Class,5
Gustavo,Rubio,Buy,1273,ORL,LAX,Business Class,5
Lawrence,Price,Buy,1134,LAS,ELP,First Class,2
Adam,Maldonado,Buy,1300,ELP,YYZ,Business Class,4
Stacey,Paul,Buy,449,ELP,CUN,Business Class,3
Robert,Lyons,Buy,1049,ELP,CUN,Main Cabin,4
Mickey,Mouse,Buy,844,ELP,DFW,First Class,2
Ashley,Walker,Buy,877,JFK,ELP,Main Cabin,2
Zachary,Ellison,Buy,970,ELP,LAX,Business Class,8
Shawn,Santos,Buy,117,HND,ELP,Main Cabin,5
Jeffrey,Walls,Buy,1978,ELP,LHR,Business Class,4
Tyler,Evans,Buy,2228,CJS,MEX,Business Class,3
Eric,Vazquez,Buy,2019,ELP,YYZ,First Class,3
Debra,Blackwell,Buy,2064,ORD,ELP,Business Class,6
Kevin,Scott,Buy,1378,ELP,LHR,Business Class,8
Austin,Lewis,Buy,1711,ATL,ELP,Main Cabin,4
Heidi,Page,Buy,373,LAX,ELP,Main Cabin,4
Bradley,Bell,Buy,1487,BOS,ELP,Main Cabin,6
Brett,Wallace,Buy,1829,ATL,ELP,Business Class,5
Elizabeth,Torres,Buy,3585,ELP,CDG,First Class,6
Robert,Lyons,Buy,2074,ELP,JFK,First Class,6
Henry,Salazar,Buy,1918,HND,ELP,Main Cabin,8
